height,era,current_compact_size,estimated_with_transparent,delta_bytes,delta_percent,tx_count,transparent_inputs,transparent_outputs
3077277,nu6,929,1410,481,51.77610333692142,5,6,6
3077288,nu6,770,1572,802,104.15584415584416,8,8,13
3077427,nu6,448,627,179,39.955357142857146,2,1,3
3077532,nu6,91,645,554,608.7912087912088,4,6,8
3077652,nu6,91,660,569,625.2747252747253,4,9,5
3077712,nu6,91,566,475,521.978021978022,4,4,8
3077812,nu6,91,236,145,159.34065934065933,1,1,2
3077929,nu6,91,310,219,240.65934065934064,2,2,3
3077954,nu6,773,1137,364,47.089262613195345,5,3,6
3078000,nu6,91,236,145,159.34065934065933,1,1,2
3078008,nu6,766,911,145,18.929503916449086,2,1,2
3078159,nu6,448,740,292,65.17857142857143,3,3,4
3078201,nu6,91,236,145,159.34065934065933,1,1,2
3078278,nu6,91,236,145,159.34065934065933,1,1,2
3078333,nu6,1480,1950,470,31.756756756756754,6,4,8
3078505,nu6,414,743,329,79.46859903381642,4,3,5
3078540,nu6,91,236,145,159.34065934065933,1,1,2
3078551,nu6,91,615,524,575.8241758241758,4,7,6
3078596,nu6,91,236,145,159.34065934065933,1,1,2
3078708,nu6,448,842,394,87.94642857142857,4,3,7
3078764,nu6,91,311,220,241.75824175824175,2,2,3
3078789,nu6,91,236,145,159.34065934065933,1,1,2
3078811,nu6,91,236,145,159.34065934065933,1,1,2
3078815,nu6,91,236,145,159.34065934065933,1,1,2
3078938,nu6,91,673,582,639.5604395604396,5,5,10
3079042,nu6,766,1731,965,125.97911227154046,9,9,17
3079072,nu6,448,633,185,41.294642857142854,2,2,2
3079184,nu6,1321,1700,379,28.690386071158215,5,6,3
3079288,nu6,91,236,145,159.34065934065933,1,1,2
3079439,nu6,91,766,675,741.7582417582418,4,10,7
3079448,nu6,91,343,252,276.9230769230769,2,2,4
3079524,nu6,1024,2712,1688,164.84375,6,37,5
3079591,nu6,91,236,145,159.34065934065933,1,1,2
3079706,nu6,91,310,219,240.65934065934064,2,2,3
3079800,nu6,91,236,145,159.34065934065933,1,1,2
3080139,nu6,378,563,185,48.94179894179894,2,2,2
3080321,nu6,91,236,145,159.34065934065933,1,1,2
3080347,nu6,91,236,145,159.34065934065933,1,1,2
3080515,nu6,91,236,145,159.34065934065933,1,1,2
3080573,nu6,91,466,375,412.08791208791206,2,5,4
3080767,nu6,1247,1465,218,17.48195669607057,3,2,3
3080830,nu6,91,236,145,159.34065934065933,1,1,2
3080850,nu6,448,1355,907,202.45535714285717,5,14,9
3080878,nu6,522,851,329,63.02681992337165,3,3,5
3080892,nu6,91,685,594,652.7472527472528,5,7,8
3080934,nu6,91,310,219,240.65934065934064,2,2,3
3080958,nu6,414,594,180,43.47826086956522,2,1,3
3080987,nu6,766,1323,557,72.71540469973891,5,7,7
3081017,nu6,91,236,145,159.34065934065933,1,1,2
3081111,nu6,91,236,145,159.34065934065933,1,1,2
3081183,nu6,91,236,145,159.34065934065933,1,1,2
3081304,nu6,766,1061,295,38.51174934725849,3,3,4
3081369,nu6,91,236,145,159.34065934065933,1,1,2
3081433,nu6,805,1167,362,44.96894409937888,4,3,6
3081475,nu6,91,7723,7632,8386.813186813188,4,183,8
3081526,nu6,91,345,254,279.1208791208791,2,2,4
3081575,nu6,91,236,145,159.34065934065933,1,1,2
3081633,nu6,254,472,218,85.8267716535433,2,2,3
3081672,nu6,737,2624,1887,256.0379918588874,4,41,6
3081756,nu6,91,346,255,280.2197802197802,2,2,4
3081769,nu6,91,236,145,159.34065934065933,1,1,2
3081814,nu6,448,627,179,39.955357142857146,2,1,3
3081853,nu6,1243,2078,835,67.17618664521319,5,14,7
3081855,nu6,448,1001,553,123.4375,5,6,8
3081956,nu6,607,1043,436,71.82866556836903,5,4,7
3081983,nu6,929,1485,556,59.84930032292788,6,7,7
3082188,nu6,91,236,145,159.34065934065933,1,1,2
3082305,nu6,1212,2997,1785,147.27722772277227,3,42,2
3082362,nu6,91,236,145,159.34065934065933,1,1,2
3082378,nu6,766,1057,291,37.989556135770236,3,3,4
3082568,nu6,91,783,692,760.4395604395604,3,12,5
3082634,nu6,414,559,145,35.02415458937198,2,1,2
3082763,nu6,91,343,252,276.9230769230769,2,2,4
3082821,nu6,378,782,404,106.87830687830689,4,4,6
3082861,nu6,766,1213,447,58.35509138381201,4,6,5
3083148,nu6,1212,3222,2010,165.84158415841583,9,39,12
3083180,nu6,91,5084,4993,5486.813186813187,2,120,4
3083238,nu6,91,236,145,159.34065934065933,1,1,2
3083244,nu6,91,491,400,439.5604395604396,3,4,6
3083260,nu6,805,1287,482,59.87577639751552,6,6,6
3083391,nu6,91,351,260,285.7142857142857,2,3,3
3083501,nu6,91,385,294,323.0769230769231,2,3,4
3083582,nu6,448,748,300,66.96428571428571,3,4,3
3083841,nu6,91,236,145,159.34065934065933,1,1,2
3083868,nu6,91,236,145,159.34065934065933,1,1,2
3083928,nu6,1639,3682,2043,124.64917632702867,10,38,14
3084205,nu6,805,1229,424,52.670807453416145,5,3,8
3084251,nu6,91,717,626,687.9120879120879,6,7,9
3084577,nu6,91,236,145,159.34065934065933,1,1,2
3084737,nu6,91,1553,1462,1606.5934065934066,11,15,24
3084790,nu6,1128,2881,1753,155.4078014184397,12,29,16
3084848,nu6,4459,4799,340,7.625028033191299,7,5,3
3084899,nu6,91,500,409,449.45054945054943,3,5,5
3084929,nu6,91,667,576,632.967032967033,5,5,9
3084944,nu6,1253,3816,2563,204.5490822027135,12,48,17
3084945,nu6,4795,21401,16606,346.31908237747655,42,333,89
3085017,nu6,448,1076,628,140.17857142857142,6,7,9
3085419,nu6,4425,7034,2609,58.96045197740113,25,34,35
3085421,nu6,91,454,363,398.9010989010989,3,3,6
3085424,nu6,1957,3207,1250,63.87327542156361,11,20,12
3085512,nu6,1123,1671,548,48.79786286731968,7,6,8
3085674,nu6,91,236,145,159.34065934065933,1,1,2
3085759,nu6,91,236,145,159.34065934065933,1,1,2
3085837,nu6,448,996,548,122.32142857142858,6,5,9
3085926,nu6,735,2664,1929,262.44897959183675,5,43,5
3085978,nu6,1600,3317,1717,107.31250000000001,5,4,45
3086072,nu6,448,628,180,40.17857142857143,2,1,3
3086123,nu6,91,1951,1860,2043.9560439560437,9,21,27
3086172,nu6,91,236,145,159.34065934065933,1,1,2
3086222,nu6,91,310,219,240.65934065934064,2,2,3
3086358,nu6,91,7727,7636,8391.208791208792,2,185,4
3086404,nu6,91,236,145,159.34065934065933,1,1,2
3086434,nu6,2874,7853,4979,173.2428670842032,29,89,39
3086452,nu6,448,856,408,91.07142857142857,4,5,5
3086640,nu6,805,1804,999,124.09937888198759,10,9,17
3086670,nu6,91,453,362,397.80219780219784,3,3,6
3086673,nu6,805,1305,500,62.11180124223602,4,9,3
3086682,nu6,805,14309,13504,1677.5155279503106,28,291,47
3086811,nu6,91,236,145,159.34065934065933,1,1,2
3086852,nu6,448,4763,4315,963.1696428571429,9,93,15
3086903,nu6,91,236,145,159.34065934065933,1,1,2
3086922,nu6,91,478,387,425.27472527472526,3,3,6
3086956,nu6,1480,1699,219,14.797297297297296,4,2,3
3086959,nu6,766,1360,594,77.54569190600522,5,8,7
3087080,nu6,1125,1856,731,64.97777777777777,7,8,11
3087134,nu6,91,236,145,159.34065934065933,1,1,2
3087379,nu6,414,941,527,127.29468599033818,4,8,5
3087429,nu6,805,1180,375,46.58385093167702,4,5,4
3087699,nu6,1600,1854,254,15.875,4,2,4
3087763,nu6,925,1670,745,80.54054054054053,6,10,9
3088220,nu6,414,20140,19726,4764.734299516908,6,476,11
3088286,nu6,91,13174,13083,14376.923076923078,6,314,9
3088372,nu6,768,1424,656,85.41666666666666,7,6,11
3088432,nu6,91,343,252,276.9230769230769,2,2,4
3088459,nu6,91,345,254,279.1208791208791,2,2,4
3088525,nu6,1600,2077,477,29.812499999999996,6,5,7
3088647,nu6,91,236,145,159.34065934065933,1,1,2
3088686,nu6,771,1191,420,54.474708171206224,3,7,3
3088699,nu6,91,345,254,279.1208791208791,2,2,4
3088753,nu6,1639,3003,1364,83.22147651006712,14,15,21
3088808,nu6,1123,2215,1092,97.23953695458593,8,17,11
3088811,nu6,91,236,145,159.34065934065933,1,1,2
3088873,nu6,91,236,145,159.34065934065933,1,1,2
3088932,nu6,1162,1666,504,43.373493975903614,7,4,9
3089019,nu6,91,236,145,159.34065934065933,1,1,2
3089155,nu6,91,421,330,362.6373626373626,3,3,5
3089217,nu6,1600,2089,489,30.562499999999996,5,7,5
3089259,nu6,1720,1900,180,10.465116279069768,2,1,3
3089306,nu6,91,236,145,159.34065934065933,1,1,2
3089582,nu6,805,3849,3044,378.1366459627329,5,70,6
3089625,nu6,3834,4834,1000,26.082420448617633,10,12,14
3089673,nu6,1089,1607,518,47.56657483930211,5,7,6
3089719,nu6,91,236,145,159.34065934065933,1,1,2
3089801,nu6,735,2474,1739,236.59863945578232,3,40,3
3089823,nu6,1639,2305,666,40.634533251982916,9,8,9
3089827,nu6,91,310,219,240.65934065934064,2,2,3
3089895,nu6,1162,9289,8127,699.3975903614457,6,196,7
3090206,nu6,91,236,145,159.34065934065933,1,1,2
3090251,nu6,448,918,470,104.91071428571428,5,4,8
3090258,nu6,1519,2035,516,33.96971691902567,7,6,7
3090340,nu6,2751,4150,1399,50.85423482370047,17,16,21
3090377,nu6,3265,4151,886,27.136294027565082,14,11,12
3090386,nu6,1282,1789,507,39.54758190327613,6,5,8
3090472,nu6,448,701,253,56.47321428571429,3,2,4
3090632,nu6,1162,1792,630,54.21686746987952,6,8,8
3090699,nu6,1600,120019,118419,7401.1875,13,2924,21
3090731,nu6,771,1210,439,56.939040207522694,5,4,7
3091005,nu6,1282,3226,1944,151.6380655226209,7,39,10
3091087,nu6,91,236,145,159.34065934065933,1,1,2
3091102,nu6,805,1656,851,105.71428571428572,9,11,11
3091154,nu6,91,566,475,521.978021978022,4,5,7
3091173,nu6,91,236,145,159.34065934065933,1,1,2
3091176,nu6,91,236,145,159.34065934065933,1,1,2
3091319,nu6,448,856,408,91.07142857142857,5,5,5
3091597,nu6,450,1215,765,170.0,4,13,6
3091616,nu6,448,783,335,74.77678571428571,4,4,4
3091722,nu6,91,236,145,159.34065934065933,1,1,2
3091779,nu6,91,236,145,159.34065934065933,1,1,2
3091939,nu6,91,553,462,507.6923076923077,3,4,7
3091984,nu6,766,1465,699,91.25326370757179,7,8,10
3092111,nu6,735,1289,554,75.37414965986395,6,7,7
3092113,nu6,805,1924,1119,139.0062111801242,10,15,14
3092155,nu6,91,236,145,159.34065934065933,1,1,2
3092193,nu6,766,911,145,18.929503916449086,2,1,2
3092465,nu6,91,426,335,368.1318681318681,3,4,4
3092577,nu6,1482,10583,9101,614.1025641025641,18,113,130
